month,sku,account,units,revenue_usd,cogs_usd
2026-08,BTR-2101,Whole Foods,865,7018.78,3719.5
2026-08,BTR-2101,Amazon,587,7062.43,2524.1
2026-08,BTR-2101,DTC Shopify,203,2442.37,872.9
2024-09,BTR-2102,Home Depot,2743,19075.37,9874.8
2024-09,BTR-2102,Lowe's,2137,14861.13,7693.2
2024-09,BTR-2102,Target,1195,8310.27,4302.0
2024-09,BTR-2102,Walmart,1325,9214.31,4770.0
2024-09,BTR-2102,Costco,663,4610.63,2386.8
2024-09,BTR-2102,Kroger,480,3338.02,1728.0
2024-09,BTR-2102,Whole Foods,365,2538.28,1314.0
2024-09,BTR-2102,Amazon,329,3392.45,1184.4
2024-09,BTR-2102,DTC Shopify,93,958.96,334.8
2024-10,BTR-2102,Home Depot,3062,21293.76,11023.2
2024-10,BTR-2102,Lowe's,2328,16189.38,8380.8
2024-10,BTR-2102,Target,1427,9923.64,5137.2
2024-10,BTR-2102,Walmart,1786,12420.2,6429.6
2024-10,BTR-2102,Costco,795,5528.59,2862.0
2024-10,BTR-2102,Kroger,541,3762.22,1947.6
2024-10,BTR-2102,Whole Foods,547,3803.95,1969.2
2024-10,BTR-2102,Amazon,359,3701.79,1292.4
2024-10,BTR-2102,DTC Shopify,114,1175.5,410.4
2024-11,BTR-2102,Home Depot,1931,13428.56,6951.6
2024-11,BTR-2102,Lowe's,1255,8727.52,4518.0
2024-11,BTR-2102,Target,719,5000.07,2588.4
2024-11,BTR-2102,Walmart,997,6933.34,3589.2
2024-11,BTR-2102,Costco,540,3755.27,1944.0
2024-11,BTR-2102,Kroger,377,2621.73,1357.2
2024-11,BTR-2102,Whole Foods,279,1940.22,1004.4
2024-11,BTR-2102,Amazon,198,2041.66,712.8
2024-11,BTR-2102,DTC Shopify,73,752.73,262.8
2024-12,BTR-2102,Home Depot,1610,11196.26,5796.0
2024-12,BTR-2102,Lowe's,1469,10215.72,5288.4
2024-12,BTR-2102,Target,725,5041.8,2610.0
2024-12,BTR-2102,Walmart,882,6133.6,3175.2
2024-12,BTR-2102,Costco,474,3296.29,1706.4
2024-12,BTR-2102,Kroger,377,2621.73,1357.2
2024-12,BTR-2102,Whole Foods,228,1585.56,820.8
2024-12,BTR-2102,Amazon,201,2072.59,723.6
2024-12,BTR-2102,DTC Shopify,65,670.24,234.0
2025-01,BTR-2102,Home Depot,2128,14798.54,7660.8
2025-01,BTR-2102,Lowe's,1378,9582.89,4960.8
2025-01,BTR-2102,Target,943,6557.81,3394.8
2025-01,BTR-2102,Walmart,989,6877.7,3560.4
2025-01,BTR-2102,Costco,605,4207.29,2178.0
2025-01,BTR-2102,Kroger,362,2517.42,1303.2
2025-01,BTR-2102,Whole Foods,289,2009.76,1040.4
2025-01,BTR-2102,Amazon,196,2021.03,705.6
2025-01,BTR-2102,DTC Shopify,63,649.62,226.8
2025-02,BTR-2102,Home Depot,5791,40271.77,20847.6
2025-02,BTR-2102,Lowe's,3658,25438.46,13168.8
2025-02,BTR-2102,Target,1730,12030.77,6228.0
2025-02,BTR-2102,Walmart,2784,19360.49,10022.4
2025-02,BTR-2102,Costco,1750,12169.85,6300.0
2025-02,BTR-2102,Kroger,1018,7079.38,3664.8
2025-02,BTR-2102,Whole Foods,714,4965.3,2570.4
2025-02,BTR-2102,Amazon,519,5351.62,1868.4
2025-02,BTR-2102,DTC Shopify,181,1866.36,651.6
2025-03,BTR-2102,Home Depot,9478,65911.91,34120.8
2025-03,BTR-2102,Lowe's,5090,35396.88,18324.0
2025-03,BTR-2102,Target,3203,22274.3,11530.8
2025-03,BTR-2102,Walmart,3515,24444.01,12654.0
2025-03,BTR-2102,Costco,2380,16551.0,8568.0
2025-03,BTR-2102,Kroger,1594,11084.99,5738.4
2025-03,BTR-2102,Whole Foods,1213,8435.44,4366.8
2025-03,BTR-2102,Amazon,653,6733.34,2350.8
2025-03,BTR-2102,DTC Shopify,243,2505.67,874.8
2025-04,BTR-2102,Home Depot,10838,75369.62,39016.8
2025-04,BTR-2102,Lowe's,6931,48199.56,24951.6
2025-04,BTR-2102,Target,4459,31008.78,16052.4
2025-04,BTR-2102,Walmart,5046,35090.89,18165.6
2025-04,BTR-2102,Costco,3297,22928.0,11869.2
2025-04,BTR-2102,Kroger,1691,11759.55,6087.6
2025-04,BTR-2102,Whole Foods,1600,11126.72,5760.0
2025-04,BTR-2102,Amazon,1195,12322.12,4302.0
2025-04,BTR-2102,DTC Shopify,462,4763.87,1663.2
2025-05,BTR-2102,Home Depot,9423,65529.43,33922.8
2025-05,BTR-2102,Lowe's,6107,42469.3,21985.2
2025-05,BTR-2102,Target,4489,31217.4,16160.4
2025-05,BTR-2102,Walmart,4197,29186.78,15109.2
2025-05,BTR-2102,Costco,2584,17969.65,9302.4
2025-05,BTR-2102,Kroger,1442,10027.96,5191.2
2025-05,BTR-2102,Whole Foods,1488,10347.85,5356.8
2025-05,BTR-2102,Amazon,1093,11270.36,3934.8
2025-05,BTR-2102,DTC Shopify,317,3268.71,1141.2
2025-06,BTR-2102,Home Depot,6402,44520.79,23047.2
2025-06,BTR-2102,Lowe's,3713,25820.94,13366.8
2025-06,BTR-2102,Target,1919,13345.11,6908.4
2025-06,BTR-2102,Walmart,2919,20299.31,10508.4
2025-06,BTR-2102,Costco,1699,11815.19,6116.4
2025-06,BTR-2102,Kroger,967,6724.71,3481.2
2025-06,BTR-2102,Whole Foods,691,4805.35,2487.6
2025-06,BTR-2102,Amazon,564,5815.63,2030.4
2025-06,BTR-2102,DTC Shopify,192,1979.79,691.2
2025-07,BTR-2102,Home Depot,4361,30327.27,15699.6
2025-07,BTR-2102,Lowe's,2452,17051.7,8827.2
2025-07,BTR-2102,Target,1631,11342.3,5871.6
2025-07,BTR-2102,Walmart,1957,13609.37,7045.2
2025-07,BTR-2102,Costco,1122,7802.61,4039.2
2025-07,BTR-2102,Kroger,784,5452.09,2822.4
2025-07,BTR-2102,Whole Foods,427,2969.44,1537.2
2025-07,BTR-2102,Amazon,492,5073.21,1771.2
2025-07,BTR-2102,DTC Shopify,161,1660.14,579.6
2025-08,BTR-2102,Home Depot,3153,21926.59,11350.8
2025-08,BTR-2102,Lowe's,2437,16947.39,8773.2
2025-08,BTR-2102,Target,1330,9249.09,4788.0
2025-08,BTR-2102,Walmart,1518,10556.48,5464.8
2025-08,BTR-2102,Costco,889,6182.28,3200.4
2025-08,BTR-2102,Kroger,536,3727.45,1929.6
2025-08,BTR-2102,Whole Foods,427,2969.44,1537.2
2025-08,BTR-2102,Amazon,364,3753.35,1310.4
2025-08,BTR-2102,DTC Shopify,116,1196.12,417.6
2025-09,BTR-2102,Home Depot,3904,27149.2,14054.4
2025-09,BTR-2102,Lowe's,2732,18998.87,9835.2
2025-09,BTR-2102,Target,1490,10361.76,5364.0
2025-09,BTR-2102,Walmart,2014,14005.76,7250.4
2025-09,BTR-2102,Costco,1059,7364.5,3812.4
2025-09,BTR-2102,Kroger,708,4923.57,2548.8
2025-09,BTR-2102,Whole Foods,581,4040.39,2091.6
2025-09,BTR-2102,Amazon,474,4887.6,1706.4
2025-09,BTR-2102,DTC Shopify,124,1278.61,446.4
2025-10,BTR-2102,Home Depot,4332,30125.59,15595.2
2025-10,BTR-2102,Lowe's,2956,20556.62,10641.6
2025-10,BTR-2102,Target,1900,13212.98,6840.0
2025-10,BTR-2102,Walmart,2255,15681.72,8118.0
2025-10,BTR-2102,Costco,1165,8101.64,4194.0
2025-10,BTR-2102,Kroger,775,5389.5,2790.0
2025-10,BTR-2102,Whole Foods,533,3706.59,1918.8
2025-10,BTR-2102,Amazon,478,4928.85,1720.8
2025-10,BTR-2102,DTC Shopify,137,1412.66,493.2
2025-11,BTR-2102,Home Depot,1445,10048.82,5202.0
2025-11,BTR-2102,Lowe's,1142,7941.7,4111.2
2025-11,BTR-2102,Target,656,4561.96,2361.6
2025-11,BTR-2102,Walmart,772,5368.64,2779.2
2025-11,BTR-2102,Costco,445,3094.62,1602.0
2025-11,BTR-2102,Kroger,223,1550.79,802.8
2025-11,BTR-2102,Whole Foods,228,1585.56,820.8
2025-11,BTR-2102,Amazon,190,1959.17,684.0
2025-11,BTR-2102,DTC Shopify,58,598.06,208.8
2025-12,BTR-2102,Home Depot,2181,15167.11,7851.6
2025-12,BTR-2102,Lowe's,1182,8219.86,4255.2
2025-12,BTR-2102,Target,716,4979.21,2577.6
2025-12,BTR-2102,Walmart,927,6446.54,3337.2
2025-12,BTR-2102,Costco,441,3066.8,1587.6
2025-12,BTR-2102,Kroger,331,2301.84,1191.6
2025-12,BTR-2102,Whole Foods,256,1780.28,921.6
2025-12,BTR-2102,Amazon,169,1742.63,608.4
2025-12,BTR-2102,DTC Shopify,82,845.53,295.2
2026-01,BTR-2102,Home Depot,2665,18532.94,9594.0
2026-01,BTR-2102,Lowe's,1638,11390.98,5896.8
2026-01,BTR-2102,Target,929,6460.45,3344.4
2026-01,BTR-2102,Walmart,1129,7851.29,4064.4
2026-01,BTR-2102,Costco,705,4902.71,2538.0
2026-01,BTR-2102,Kroger,470,3268.47,1692.0
2026-01,BTR-2102,Whole Foods,361,2510.47,1299.6
2026-01,BTR-2102,Amazon,265,2732.52,954.0
2026-01,BTR-2102,DTC Shopify,83,855.85,298.8
2026-02,BTR-2102,Home Depot,8158,56732.36,29368.8
2026-02,BTR-2102,Lowe's,5548,38581.9,19972.8
2026-02,BTR-2102,Target,3768,26203.43,13564.8
2026-02,BTR-2102,Walmart,4767,33150.67,17161.2
2026-02,BTR-2102,Costco,2318,16119.84,8344.8
2026-02,BTR-2102,Kroger,1668,11599.61,6004.8
2026-02,BTR-2102,Whole Foods,1110,7719.16,3996.0
2026-02,BTR-2102,Amazon,966,9960.81,3477.6
2026-02,BTR-2102,DTC Shopify,371,3825.53,1335.6
2026-03,BTR-2102,Home Depot,11217,78005.26,40381.2
2026-03,BTR-2102,Lowe's,7609,52914.51,27392.4
2026-03,BTR-2102,Target,5239,36433.05,18860.4
2026-03,BTR-2102,Walmart,5551,38602.76,19983.6
2026-03,BTR-2102,Costco,3559,24750.0,12812.4
2026-03,BTR-2102,Kroger,2009,13970.99,7232.4
2026-03,BTR-2102,Whole Foods,1426,9916.69,5133.6
2026-03,BTR-2102,Amazon,1190,12270.57,4284.0
2026-03,BTR-2102,DTC Shopify,407,4196.74,1465.2
2026-04,BTR-2102,Home Depot,13369,92970.7,48128.4
2026-04,BTR-2102,Lowe's,10061,69966.21,36219.6
2026-04,BTR-2102,Target,5478,38095.11,19720.8
2026-04,BTR-2102,Walmart,6479,45056.26,23324.4
2026-04,BTR-2102,Costco,3569,24819.54,12848.4
2026-04,BTR-2102,Kroger,2547,17712.35,9169.2
2026-04,BTR-2102,Whole Foods,2057,14304.79,7405.2
2026-04,BTR-2102,Amazon,1287,13270.77,4633.2
2026-04,BTR-2102,DTC Shopify,483,4980.41,1738.8
2026-05,BTR-2102,Home Depot,8098,56315.11,29152.8
2026-05,BTR-2102,Lowe's,4779,33234.12,17204.4
2026-05,BTR-2102,Target,4091,28449.63,14727.6
2026-05,BTR-2102,Walmart,4180,29068.56,15048.0
2026-05,BTR-2102,Costco,2672,18581.62,9619.2
2026-05,BTR-2102,Kroger,1416,9847.15,5097.6
2026-05,BTR-2102,Whole Foods,1424,9902.78,5126.4
2026-05,BTR-2102,Amazon,1048,10806.35,3772.8
2026-05,BTR-2102,DTC Shopify,413,4258.61,1486.8
2026-06,BTR-2102,Home Depot,7198,50056.33,25912.8
2026-06,BTR-2102,Lowe's,4225,29381.49,15210.0
2026-06,BTR-2102,Target,2351,16349.32,8463.6
2026-06,BTR-2102,Walmart,3136,21808.37,11289.6
2026-06,BTR-2102,Costco,1904,13240.8,6854.4
2026-06,BTR-2102,Kroger,1039,7225.41,3740.4
2026-06,BTR-2102,Whole Foods,882,6133.6,3175.2
2026-06,BTR-2102,Amazon,572,5898.12,2059.2
2026-06,BTR-2102,DTC Shopify,234,2412.87,842.4
2026-07,BTR-2102,Home Depot,9285,64569.75,33426.0
2026-07,BTR-2102,Lowe's,5317,36975.48,19141.2
2026-07,BTR-2102,Target,3207,22302.12,11545.2
2026-07,BTR-2102,Walmart,4110,28581.76,14796.0
2026-07,BTR-2102,Costco,2314,16092.02,8330.4
2026-07,BTR-2102,Kroger,1382,9610.7,4975.2
2026-07,BTR-2102,Whole Foods,1239,8616.25,4460.4
2026-07,BTR-2102,Amazon,949,9785.52,3416.4
2026-07,BTR-2102,DTC Shopify,342,3526.5,1231.2
2026-08,BTR-2102,Home Depot,4088,28428.77,14716.8
2026-08,BTR-2102,Lowe's,2875,19993.32,10350.0
2026-08,BTR-2102,Target,1543,10730.33,5554.8
2026-08,BTR-2102,Walmart,2043,14207.43,7354.8
2026-08,BTR-2102,Costco,1314,9137.82,4730.4
2026-08,BTR-2102,Kroger,712,4951.39,2563.2
2026-08,BTR-2102,Whole Foods,522,3630.09,1879.2
2026-08,BTR-2102,Amazon,488,5031.96,1756.8
2026-08,BTR-2102,DTC Shopify,140,1443.6,504.0
2024-09,BTR-2103,Home Depot,2475,35873.14,22027.5
2024-09,BTR-2103,Lowe's,1605,23263.19,14284.5
2024-09,BTR-2103,Target,973,14102.86,8659.7
2024-09,BTR-2103,Walmart,1054,15276.89,9380.6
2024-09,BTR-2103,Costco,595,8624.05,5295.5
2024-09,BTR-2103,Kroger,390,5652.74,3471.0
2024-09,BTR-2103,Whole Foods,336,4870.05,2990.4
2024-09,BTR-2103,Amazon,261,5609.26,2322.9
2024-09,BTR-2103,DTC Shopify,65,1396.94,578.5
2024-10,BTR-2103,Home Depot,2740,39714.11,24386.0
2024-10,BTR-2103,Lowe's,1870,27104.15,16643.0
2024-10,BTR-2103,Target,1114,16146.54,9914.6
2024-10,BTR-2103,Walmart,1470,21306.47,13083.0
2024-10,BTR-2103,Costco,687,9957.52,6114.3
2024-10,BTR-2103,Kroger,391,5667.23,3479.9
2024-10,BTR-2103,Whole Foods,381,5522.29,3390.9
2024-10,BTR-2103,Amazon,291,6254.0,2589.9
2024-10,BTR-2103,DTC Shopify,111,2385.55,987.9
2024-11,BTR-2103,Home Depot,2003,29031.88,17826.7
2024-11,BTR-2103,Lowe's,1354,19625.15,12050.6
2024-11,BTR-2103,Target,701,10160.43,6238.9
2024-11,BTR-2103,Walmart,875,12682.42,7787.5
2024-11,BTR-2103,Costco,611,8855.96,5437.9
2024-11,BTR-2103,Kroger,306,4435.23,2723.4
2024-11,BTR-2103,Whole Foods,249,3609.06,2216.1
2024-11,BTR-2103,Amazon,200,4298.28,1780.0
2024-11,BTR-2103,DTC Shopify,71,1525.89,631.9
2024-12,BTR-2103,Home Depot,1912,27712.91,17016.8
2024-12,BTR-2103,Lowe's,1198,17364.05,10662.2
2024-12,BTR-2103,Target,669,9696.62,5954.1
2024-12,BTR-2103,Walmart,735,10653.24,6541.5
2024-12,BTR-2103,Costco,392,5681.73,3488.8
2024-12,BTR-2103,Kroger,268,3884.45,2385.2
2024-12,BTR-2103,Whole Foods,212,3072.77,1886.8
2024-12,BTR-2103,Amazon,173,3718.01,1539.7
2024-12,BTR-2103,DTC Shopify,57,1225.01,507.3
2025-01,BTR-2103,Home Depot,2287,33148.24,20354.3
2025-01,BTR-2103,Lowe's,1399,20277.39,12451.1
2025-01,BTR-2103,Target,710,10290.88,6319.0
2025-01,BTR-2103,Walmart,852,12349.06,7582.8
2025-01,BTR-2103,Costco,489,7087.66,4352.1
2025-01,BTR-2103,Kroger,304,4406.24,2705.6
2025-01,BTR-2103,Whole Foods,278,4029.39,2474.2
2025-01,BTR-2103,Amazon,213,4577.67,1895.7
2025-01,BTR-2103,DTC Shopify,82,1762.29,729.8
2025-02,BTR-2103,Home Depot,5010,72615.94,44589.0
2025-02,BTR-2103,Lowe's,3208,46497.39,28551.2
2025-02,BTR-2103,Target,1945,28191.22,17310.5
2025-02,BTR-2103,Walmart,2412,34960.01,21466.8
2025-02,BTR-2103,Costco,1339,19407.73,11917.1
2025-02,BTR-2103,Kroger,857,12421.53,7627.3
2025-02,BTR-2103,Whole Foods,593,8595.06,5277.7
2025-02,BTR-2103,Amazon,465,9993.5,4138.5
2025-02,BTR-2103,DTC Shopify,201,4319.77,1788.9
2025-03,BTR-2103,Home Depot,6489,94052.86,57752.1
2025-03,BTR-2103,Lowe's,4639,67238.59,41287.1
2025-03,BTR-2103,Target,2511,36394.94,22347.9
2025-03,BTR-2103,Walmart,3005,43555.07,26744.5
2025-03,BTR-2103,Costco,1675,24277.78,14907.5
2025-03,BTR-2103,Kroger,1141,16537.88,10154.9
2025-03,BTR-2103,Whole Foods,862,12494.0,7671.8
2025-03,BTR-2103,Amazon,603,12959.31,5366.7
2025-03,BTR-2103,DTC Shopify,220,4728.11,1958.0
2025-04,BTR-2103,Home Depot,7949,115214.4,70746.1
2025-04,BTR-2103,Lowe's,4739,68688.01,42177.1
2025-04,BTR-2103,Target,2946,42699.91,26219.4
2025-04,BTR-2103,Walmart,3276,47483.0,29156.4
2025-04,BTR-2103,Costco,1664,24118.35,14809.6
2025-04,BTR-2103,Kroger,1146,16610.35,10199.4
2025-04,BTR-2103,Whole Foods,895,12972.31,7965.5
2025-04,BTR-2103,Amazon,730,15688.72,6497.0
2025-04,BTR-2103,DTC Shopify,277,5953.12,2465.3
2025-05,BTR-2103,Home Depot,6018,87226.1,53560.2
2025-05,BTR-2103,Lowe's,3722,53947.41,33125.8
2025-05,BTR-2103,Target,2560,37105.15,22784.0
2025-05,BTR-2103,Walmart,3138,45482.8,27928.2
2025-05,BTR-2103,Costco,1747,25321.37,15548.3
2025-05,BTR-2103,Kroger,979,14189.82,8713.1
2025-05,BTR-2103,Whole Foods,738,10696.72,6568.2
2025-05,BTR-2103,Amazon,807,17343.56,7182.3
2025-05,BTR-2103,DTC Shopify,260,5587.76,2314.0
2025-06,BTR-2103,Home Depot,3488,50555.77,31043.2
2025-06,BTR-2103,Lowe's,2295,33264.19,20425.5
2025-06,BTR-2103,Target,1429,20712.21,12718.1
2025-06,BTR-2103,Walmart,1796,26031.58,15984.4
2025-06,BTR-2103,Costco,1062,15392.84,9451.8
2025-06,BTR-2103,Kroger,625,9058.87,5562.5
2025-06,BTR-2103,Whole Foods,350,5072.97,3115.0
2025-06,BTR-2103,Amazon,362,7779.89,3221.8
2025-06,BTR-2103,DTC Shopify,135,2901.34,1201.5
2025-07,BTR-2103,Home Depot,3779,54773.58,33633.1
2025-07,BTR-2103,Lowe's,2383,34539.68,21208.7
2025-07,BTR-2103,Target,1573,22799.38,13999.7
2025-07,BTR-2103,Walmart,1638,23741.5,14578.2
2025-07,BTR-2103,Costco,1011,14653.64,8997.9
2025-07,BTR-2103,Kroger,751,10885.14,6683.9
2025-07,BTR-2103,Whole Foods,550,7971.81,4895.0
2025-07,BTR-2103,Amazon,435,9348.76,3871.5
2025-07,BTR-2103,DTC Shopify,152,3266.69,1352.8
2025-08,BTR-2103,Home Depot,2103,30481.3,18716.7
2025-08,BTR-2103,Lowe's,1220,17682.92,10858.0
2025-08,BTR-2103,Target,837,12131.65,7449.3
2025-08,BTR-2103,Walmart,1012,14668.13,9006.8
2025-08,BTR-2103,Costco,492,7131.15,4378.8
2025-08,BTR-2103,Kroger,305,4420.73,2714.5
2025-08,BTR-2103,Whole Foods,354,5130.95,3150.6
2025-08,BTR-2103,Amazon,212,4556.18,1886.8
2025-08,BTR-2103,DTC Shopify,70,1504.4,623.0
2025-09,BTR-2103,Home Depot,2777,40250.39,24715.3
2025-09,BTR-2103,Lowe's,1878,27220.11,16714.2
2025-09,BTR-2103,Target,1129,16363.95,10048.1
2025-09,BTR-2103,Walmart,1232,17856.85,10964.8
2025-09,BTR-2103,Costco,802,11624.35,7137.8
2025-09,BTR-2103,Kroger,454,6580.37,4040.6
2025-09,BTR-2103,Whole Foods,362,5246.9,3221.8
2025-09,BTR-2103,Amazon,270,5802.68,2403.0
2025-09,BTR-2103,DTC Shopify,95,2041.68,845.5
2025-10,BTR-2103,Home Depot,2467,35757.19,21956.3
2025-10,BTR-2103,Lowe's,2068,29974.01,18405.2
2025-10,BTR-2103,Target,1046,15160.93,9309.4
2025-10,BTR-2103,Walmart,1032,14958.01,9184.8
2025-10,BTR-2103,Costco,733,10624.25,6523.7
2025-10,BTR-2103,Kroger,393,5696.22,3497.7
2025-10,BTR-2103,Whole Foods,332,4812.07,2954.8
2025-10,BTR-2103,Amazon,290,6232.51,2581.0
2025-10,BTR-2103,DTC Shopify,107,2299.58,952.3
2025-11,BTR-2103,Home Depot,1320,19132.34,11748.0
2025-11,BTR-2103,Lowe's,1240,17972.81,11036.0
2025-11,BTR-2103,Target,615,8913.93,5473.5
2025-11,BTR-2103,Walmart,819,11870.75,7289.1
2025-11,BTR-2103,Costco,408,5913.63,3631.2
2025-11,BTR-2103,Kroger,237,3435.13,2109.3
2025-11,BTR-2103,Whole Foods,206,2985.81,1833.4
2025-11,BTR-2103,Amazon,141,3030.29,1254.9
2025-11,BTR-2103,DTC Shopify,51,1096.06,453.9
2025-12,BTR-2103,Home Depot,2293,33235.2,20407.7
2025-12,BTR-2103,Lowe's,1667,24161.83,14836.3
2025-12,BTR-2103,Target,925,13407.13,8232.5
2025-12,BTR-2103,Walmart,1064,15421.83,9469.6
2025-12,BTR-2103,Costco,541,7841.36,4814.9
2025-12,BTR-2103,Kroger,351,5087.46,3123.9
2025-12,BTR-2103,Whole Foods,292,4232.31,2598.8
2025-12,BTR-2103,Amazon,208,4470.21,1851.2
2025-12,BTR-2103,DTC Shopify,69,1482.91,614.1
2026-01,BTR-2103,Home Depot,2119,30713.21,18859.1
2026-01,BTR-2103,Lowe's,1336,19364.25,11890.4
2026-01,BTR-2103,Target,871,12624.45,7751.9
2026-01,BTR-2103,Walmart,1114,16146.54,9914.6
2026-01,BTR-2103,Costco,581,8421.13,5170.9
2026-01,BTR-2103,Kroger,359,5203.42,3195.1
2026-01,BTR-2103,Whole Foods,331,4797.58,2945.9
2026-01,BTR-2103,Amazon,221,4749.6,1966.9
2026-01,BTR-2103,DTC Shopify,86,1848.26,765.4
2026-02,BTR-2103,Home Depot,3465,50222.4,30838.5
2026-02,BTR-2103,Lowe's,2690,38989.4,23941.0
2026-02,BTR-2103,Target,1532,22205.11,13634.8
2026-02,BTR-2103,Walmart,1659,24045.88,14765.1
2026-02,BTR-2103,Costco,1197,17349.56,10653.3
2026-02,BTR-2103,Kroger,719,10421.33,6399.1
2026-02,BTR-2103,Whole Foods,483,7000.7,4298.7
2026-02,BTR-2103,Amazon,475,10208.41,4227.5
2026-02,BTR-2103,DTC Shopify,150,3223.71,1335.0
2026-03,BTR-2103,Home Depot,5031,72920.32,44775.9
2026-03,BTR-2103,Lowe's,4137,59962.51,36819.3
2026-03,BTR-2103,Target,2404,34844.06,21395.6
2026-03,BTR-2103,Walmart,2848,41279.48,25347.2
2026-03,BTR-2103,Costco,1804,26147.54,16055.6
2026-03,BTR-2103,Kroger,1147,16624.85,10208.3
2026-03,BTR-2103,Whole Foods,749,10856.16,6666.1
2026-03,BTR-2103,Amazon,647,13904.94,5758.3
2026-03,BTR-2103,DTC Shopify,233,5007.5,2073.7
2026-04,BTR-2103,Home Depot,6757,97937.31,60137.3
2026-04,BTR-2103,Lowe's,4813,69760.58,42835.7
2026-04,BTR-2103,Target,2877,41699.81,25605.3
2026-04,BTR-2103,Walmart,3428,49686.12,30509.2
2026-04,BTR-2103,Costco,1636,23712.51,14560.4
2026-04,BTR-2103,Kroger,1138,16494.4,10128.2
2026-04,BTR-2103,Whole Foods,842,12204.12,7493.8
2026-04,BTR-2103,Amazon,607,13045.28,5402.3
2026-04,BTR-2103,DTC Shopify,239,5136.44,2127.1
2026-05,BTR-2103,Home Depot,6256,90675.72,55678.4
2026-05,BTR-2103,Lowe's,4107,59527.68,36552.3
2026-05,BTR-2103,Target,2436,35307.87,21680.4
2026-05,BTR-2103,Walmart,2715,39351.75,24163.5
2026-05,BTR-2103,Costco,1747,25321.37,15548.3
2026-05,BTR-2103,Kroger,1204,17451.02,10715.6
2026-05,BTR-2103,Whole Foods,797,11551.88,7093.3
2026-05,BTR-2103,Amazon,635,13647.04,5651.5
2026-05,BTR-2103,DTC Shopify,217,4663.63,1931.3
2026-06,BTR-2103,Home Depot,7258,105198.9,64596.2
2026-06,BTR-2103,Lowe's,5384,78036.77,47917.6
2026-06,BTR-2103,Target,3098,44903.03,27572.2
2026-06,BTR-2103,Walmart,3208,46497.39,28551.2
2026-06,BTR-2103,Costco,1818,26350.46,16180.2
2026-06,BTR-2103,Kroger,1163,16856.75,10350.7
2026-06,BTR-2103,Whole Foods,1147,16624.85,10208.3
2026-06,BTR-2103,Amazon,718,15430.83,6390.2
2026-06,BTR-2103,DTC Shopify,260,5587.76,2314.0
2026-07,BTR-2103,Home Depot,2291,33206.21,20389.9
2026-07,BTR-2103,Lowe's,1829,26509.89,16278.1
2026-07,BTR-2103,Target,1069,15494.3,9514.1
2026-07,BTR-2103,Walmart,1097,15900.14,9763.3
2026-07,BTR-2103,Costco,699,10131.45,6221.1
2026-07,BTR-2103,Kroger,413,5986.1,3675.7
2026-07,BTR-2103,Whole Foods,330,4783.09,2937.0
2026-07,BTR-2103,Amazon,277,5953.12,2465.3
2026-07,BTR-2103,DTC Shopify,87,1869.75,774.3
2026-08,BTR-2103,Home Depot,2387,34597.66,21244.3
2026-08,BTR-2103,Lowe's,1313,19030.88,11685.7
2026-08,BTR-2103,Target,1191,17262.59,10599.9
2026-08,BTR-2103,Walmart,991,14363.75,8819.9
2026-08,BTR-2103,Costco,678,9827.07,6034.2
2026-08,BTR-2103,Kroger,441,6391.94,3924.9
2026-08,BTR-2103,Whole Foods,380,5507.8,3382.0
2026-08,BTR-2103,Amazon,233,5007.5,2073.7
2026-08,BTR-2103,DTC Shopify,100,2149.14,890.0
2024-09,BTR-2104,Home Depot,1533,9327.08,4752.3
2024-09,BTR-2104,Lowe's,971,5907.76,3010.1
2024-09,BTR-2104,Target,616,3747.87,1909.6
2024-09,BTR-2104,Walmart,830,5049.89,2573.0
2024-09,BTR-2104,Costco,504,3066.44,1562.4
2024-09,BTR-2104,Kroger,241,1466.29,747.1
2024-09,BTR-2104,Whole Foods,247,1502.8,765.7
2024-09,BTR-2104,Amazon,167,1506.57,517.7
2024-09,BTR-2104,DTC Shopify,58,523.24,179.8
2024-10,BTR-2104,Home Depot,1884,11462.63,5840.4
2024-10,BTR-2104,Lowe's,1017,6187.63,3152.7
2024-10,BTR-2104,Target,815,4958.62,2526.5
2024-10,BTR-2104,Walmart,733,4459.72,2272.3
2024-10,BTR-2104,Costco,479,2914.33,1484.9
2024-10,BTR-2104,Kroger,288,1752.25,892.8
2024-10,BTR-2104,Whole Foods,223,1356.78,691.3
2024-10,BTR-2104,Amazon,191,1723.09,592.1
2024-10,BTR-2104,DTC Shopify,64,577.37,198.4
2024-11,BTR-2104,Home Depot,1066,6485.76,3304.6
2024-11,BTR-2104,Lowe's,583,3547.09,1807.3
2024-11,BTR-2104,Target,411,2500.61,1274.1
2024-11,BTR-2104,Walmart,529,3218.54,1639.9
2024-11,BTR-2104,Costco,211,1283.77,654.1
2024-11,BTR-2104,Kroger,175,1064.73,542.5
2024-11,BTR-2104,Whole Foods,124,754.44,384.4
2024-11,BTR-2104,Amazon,111,1001.38,344.1
2024-11,BTR-2104,DTC Shopify,32,288.68,99.2
2024-12,BTR-2104,Home Depot,877,5335.84,2718.7
2024-12,BTR-2104,Lowe's,464,2823.07,1438.4
2024-12,BTR-2104,Target,269,1636.65,833.9
2024-12,BTR-2104,Walmart,349,2123.39,1081.9
2024-12,BTR-2104,Costco,188,1143.83,582.8
2024-12,BTR-2104,Kroger,143,870.04,443.3
2024-12,BTR-2104,Whole Foods,106,644.93,328.6
